dhs_cc,ctry_code,surv_id,file_type,phase,url
KE,KE,20,HH,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHH01FL.zip&Tp=1&Ctry_Code=KE&surv_id=20&dm=1&dmode=nm
KE,KE,56,HR,33,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHR33FL.zip&Tp=1&Ctry_Code=KE&surv_id=56&dm=1&dmode=nm
KE,KE,115,HR,3A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHR3AFL.zip&Tp=1&Ctry_Code=KE&surv_id=115&dm=1&dmode=nm
KE,KE,216,HR,42,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHR42FL.zip&Tp=1&Ctry_Code=KE&surv_id=216&dm=1&dmode=nm
KE,KE,300,HR,52,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHR52FL.zip&Tp=1&Ctry_Code=KE&surv_id=300&dm=1&dmode=nm
KE,KE,451,HR,72,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHR72FL.zip&Tp=1&Ctry_Code=KE&surv_id=451&dm=1&dmode=nm
KE,KE,493,HR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHR7AFL.zip&Tp=1&Ctry_Code=KE&surv_id=493&dm=1&dmode=nm
KE,KE,579,HR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHR81FL.zip&Tp=1&Ctry_Code=KE&surv_id=579&dm=1&dmode=nm
KE,KE,566,HR,8C,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHR8CFL.zip&Tp=1&Ctry_Code=KE&surv_id=566&dm=1&dmode=nm
KE,KE,56,HW,33,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHW33FL.zip&Tp=1&Ctry_Code=KE&surv_id=56&dm=1&dmode=nm
KE,KE,115,HW,3A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHW3AFL.zip&Tp=1&Ctry_Code=KE&surv_id=115&dm=1&dmode=nm
KE,KE,216,HW,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEHW41FL.zip&Tp=1&Ctry_Code=KE&surv_id=216&dm=1&dmode=nm
KE,KE,20,IR,03,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEIR03FL.zip&Tp=1&Ctry_Code=KE&surv_id=20&dm=1&dmode=nm
KE,KE,56,IR,33,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEIR33FL.zip&Tp=1&Ctry_Code=KE&surv_id=56&dm=1&dmode=nm
KE,KE,115,IR,3A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEIR3AFL.zip&Tp=1&Ctry_Code=KE&surv_id=115&dm=1&dmode=nm
KE,KE,216,IR,42,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEIR42FL.zip&Tp=1&Ctry_Code=KE&surv_id=216&dm=1&dmode=nm
KE,KE,300,IR,52,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEIR52FL.zip&Tp=1&Ctry_Code=KE&surv_id=300&dm=1&dmode=nm
KE,KE,451,IR,72,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEIR72FL.zip&Tp=1&Ctry_Code=KE&surv_id=451&dm=1&dmode=nm
KE,KE,493,IR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEIR7AFL.zip&Tp=1&Ctry_Code=KE&surv_id=493&dm=1&dmode=nm
KE,KE,579,IR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEIR81FL.zip&Tp=1&Ctry_Code=KE&surv_id=579&dm=1&dmode=nm
KE,KE,566,IR,8C,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEIR8CFL.zip&Tp=1&Ctry_Code=KE&surv_id=566&dm=1&dmode=nm
KE,KE,20,KR,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEKR01FL.zip&Tp=1&Ctry_Code=KE&surv_id=20&dm=1&dmode=nm
KE,KE,56,KR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEKR31FL.zip&Tp=1&Ctry_Code=KE&surv_id=56&dm=1&dmode=nm
KE,KE,115,KR,3A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEKR3AFL.zip&Tp=1&Ctry_Code=KE&surv_id=115&dm=1&dmode=nm
KE,KE,216,KR,42,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEKR42FL.zip&Tp=1&Ctry_Code=KE&surv_id=216&dm=1&dmode=nm
KE,KE,300,KR,52,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEKR52FL.zip&Tp=1&Ctry_Code=KE&surv_id=300&dm=1&dmode=nm
KE,KE,451,KR,72,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEKR72FL.zip&Tp=1&Ctry_Code=KE&surv_id=451&dm=1&dmode=nm
KE,KE,493,KR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEKR7AFL.zip&Tp=1&Ctry_Code=KE&surv_id=493&dm=1&dmode=nm
KE,KE,579,KR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEKR81FL.zip&Tp=1&Ctry_Code=KE&surv_id=579&dm=1&dmode=nm
KE,KE,566,KR,8C,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEKR8CFL.zip&Tp=1&Ctry_Code=KE&surv_id=566&dm=1&dmode=nm
KE,KE,56,MR,32,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEMR32FL.zip&Tp=1&Ctry_Code=KE&surv_id=56&dm=1&dmode=nm
KE,KE,115,MR,3A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEMR3AFL.zip&Tp=1&Ctry_Code=KE&surv_id=115&dm=1&dmode=nm
KE,KE,216,MR,42,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEMR42FL.zip&Tp=1&Ctry_Code=KE&surv_id=216&dm=1&dmode=nm
KE,KE,300,MR,52,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEMR52FL.zip&Tp=1&Ctry_Code=KE&surv_id=300&dm=1&dmode=nm
KE,KE,451,MR,72,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEMR72FL.zip&Tp=1&Ctry_Code=KE&surv_id=451&dm=1&dmode=nm
KE,KE,566,MR,8C,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEMR8CFL.zip&Tp=1&Ctry_Code=KE&surv_id=566&dm=1&dmode=nm
KE,KE,56,PR,33,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEPR33FL.zip&Tp=1&Ctry_Code=KE&surv_id=56&dm=1&dmode=nm
KE,KE,115,PR,3A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEPR3AFL.zip&Tp=1&Ctry_Code=KE&surv_id=115&dm=1&dmode=nm
KE,KE,216,PR,42,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEPR42FL.zip&Tp=1&Ctry_Code=KE&surv_id=216&dm=1&dmode=nm
KE,KE,300,PR,52,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEPR52FL.zip&Tp=1&Ctry_Code=KE&surv_id=300&dm=1&dmode=nm
KE,KE,451,PR,72,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEPR72FL.zip&Tp=1&Ctry_Code=KE&surv_id=451&dm=1&dmode=nm
KE,KE,493,PR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEPR7AFL.zip&Tp=1&Ctry_Code=KE&surv_id=493&dm=1&dmode=nm
KE,KE,579,PR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEPR81FL.zip&Tp=1&Ctry_Code=KE&surv_id=579&dm=1&dmode=nm
KE,KE,566,PR,8C,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEPR8CFL.zip&Tp=1&Ctry_Code=KE&surv_id=566&dm=1&dmode=nm
KE,KE,56,SQ,30,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KESQ30FL.zip&Tp=1&Ctry_Code=KE&surv_id=56&dm=1&dmode=nm
KE,KE,56,WI,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEWI31FL.zip&Tp=1&Ctry_Code=KE&surv_id=56&dm=1&dmode=nm
KE,KE,115,WI,3A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEWI3AFL.zip&Tp=1&Ctry_Code=KE&surv_id=115&dm=1&dmode=nm
KE,KE,216,GE,43,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEGE43FL.zip&Tp=2&Ctry_Code=KE&surv_id=216&dm=1&dmode=nm
KE,KE,300,GE,52,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEGE52FL.zip&Tp=2&Ctry_Code=KE&surv_id=300&dm=1&dmode=nm
KE,KE,451,GE,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEGE71FL.zip&Tp=2&Ctry_Code=KE&surv_id=451&dm=1&dmode=nm
KE,KE,493,GE,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEGE7AFL.zip&Tp=2&Ctry_Code=KE&surv_id=493&dm=1&dmode=nm
KE,KE,579,GE,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEGE81FL.zip&Tp=2&Ctry_Code=KE&surv_id=579&dm=1&dmode=nm
KE,KE,566,GE,8A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KEGE8AFL.zip&Tp=2&Ctry_Code=KE&surv_id=566&dm=1&dmode=nm
KY,KY,109,BR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYBR31FL.zip&Tp=1&Ctry_Code=KY&surv_id=109&dm=1&dmode=nm
KY,KY,383,BR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYBR61FL.zip&Tp=1&Ctry_Code=KY&surv_id=383&dm=1&dmode=nm
KY,KY,383,CR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYCR61FL.zip&Tp=1&Ctry_Code=KY&surv_id=383&dm=1&dmode=nm
KY,KY,109,HR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYHR31FL.zip&Tp=1&Ctry_Code=KY&surv_id=109&dm=1&dmode=nm
KY,KY,383,HR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYHR61FL.zip&Tp=1&Ctry_Code=KY&surv_id=383&dm=1&dmode=nm
KY,KY,109,HW,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYHW31FL.zip&Tp=1&Ctry_Code=KY&surv_id=109&dm=1&dmode=nm
KY,KY,109,IR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYIR31FL.zip&Tp=1&Ctry_Code=KY&surv_id=109&dm=1&dmode=nm
KY,KY,383,IR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYIR61FL.zip&Tp=1&Ctry_Code=KY&surv_id=383&dm=1&dmode=nm
KY,KY,109,KR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYKR31FL.zip&Tp=1&Ctry_Code=KY&surv_id=109&dm=1&dmode=nm
KY,KY,383,KR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYKR61FL.zip&Tp=1&Ctry_Code=KY&surv_id=383&dm=1&dmode=nm
KY,KY,383,MR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYMR61FL.zip&Tp=1&Ctry_Code=KY&surv_id=383&dm=1&dmode=nm
KY,KY,109,PR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYPR31FL.zip&Tp=1&Ctry_Code=KY&surv_id=109&dm=1&dmode=nm
KY,KY,383,PR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYPR61FL.zip&Tp=1&Ctry_Code=KY&surv_id=383&dm=1&dmode=nm
KY,KY,109,WI,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYWI31FL.zip&Tp=1&Ctry_Code=KY&surv_id=109&dm=1&dmode=nm
KY,KY,383,GE,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KYGE61FL.zip&Tp=2&Ctry_Code=KY&surv_id=383&dm=1&dmode=nm
LS,LS,256,BR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSBR41FL.zip&Tp=1&Ctry_Code=LS&surv_id=256&dm=1&dmode=nm
LS,LS,317,BR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSBR61FL.zip&Tp=1&Ctry_Code=LS&surv_id=317&dm=1&dmode=nm
LS,LS,462,BR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSBR71FL.zip&Tp=1&Ctry_Code=LS&surv_id=462&dm=1&dmode=nm
LS,LS,572,BR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSBR81FL.zip&Tp=1&Ctry_Code=LS&surv_id=572&dm=1&dmode=nm
LS,LS,256,CR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSCR41FL.zip&Tp=1&Ctry_Code=LS&surv_id=256&dm=1&dmode=nm
LS,LS,317,CR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSCR61FL.zip&Tp=1&Ctry_Code=LS&surv_id=317&dm=1&dmode=nm
LS,LS,462,CR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSCR71FL.zip&Tp=1&Ctry_Code=LS&surv_id=462&dm=1&dmode=nm
LS,LS,572,CR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSCR81FL.zip&Tp=1&Ctry_Code=LS&surv_id=572&dm=1&dmode=nm
LS,LS,256,HR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSHR41FL.zip&Tp=1&Ctry_Code=LS&surv_id=256&dm=1&dmode=nm
LS,LS,317,HR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSHR61FL.zip&Tp=1&Ctry_Code=LS&surv_id=317&dm=1&dmode=nm
LS,LS,462,HR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSHR71FL.zip&Tp=1&Ctry_Code=LS&surv_id=462&dm=1&dmode=nm
LS,LS,572,HR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSHR81FL.zip&Tp=1&Ctry_Code=LS&surv_id=572&dm=1&dmode=nm
LS,LS,256,HW,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSHW41FL.zip&Tp=1&Ctry_Code=LS&surv_id=256&dm=1&dmode=nm
LS,LS,256,IR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSIR41FL.zip&Tp=1&Ctry_Code=LS&surv_id=256&dm=1&dmode=nm
LS,LS,317,IR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSIR61FL.zip&Tp=1&Ctry_Code=LS&surv_id=317&dm=1&dmode=nm
LS,LS,462,IR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSIR71FL.zip&Tp=1&Ctry_Code=LS&surv_id=462&dm=1&dmode=nm
LS,LS,572,IR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSIR81FL.zip&Tp=1&Ctry_Code=LS&surv_id=572&dm=1&dmode=nm
LS,LS,256,KR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSKR41FL.zip&Tp=1&Ctry_Code=LS&surv_id=256&dm=1&dmode=nm
LS,LS,317,KR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSKR61FL.zip&Tp=1&Ctry_Code=LS&surv_id=317&dm=1&dmode=nm
LS,LS,462,KR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSKR71FL.zip&Tp=1&Ctry_Code=LS&surv_id=462&dm=1&dmode=nm
LS,LS,572,KR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSKR81FL.zip&Tp=1&Ctry_Code=LS&surv_id=572&dm=1&dmode=nm
LS,LS,256,MR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSMR41FL.zip&Tp=1&Ctry_Code=LS&surv_id=256&dm=1&dmode=nm
LS,LS,317,MR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSMR61FL.zip&Tp=1&Ctry_Code=LS&surv_id=317&dm=1&dmode=nm
LS,LS,462,MR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSMR71FL.zip&Tp=1&Ctry_Code=LS&surv_id=462&dm=1&dmode=nm
LS,LS,572,MR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSMR81FL.zip&Tp=1&Ctry_Code=LS&surv_id=572&dm=1&dmode=nm
LS,LS,256,PR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSPR41FL.zip&Tp=1&Ctry_Code=LS&surv_id=256&dm=1&dmode=nm
LS,LS,317,PR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSPR61FL.zip&Tp=1&Ctry_Code=LS&surv_id=317&dm=1&dmode=nm
LS,LS,462,PR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSPR71FL.zip&Tp=1&Ctry_Code=LS&surv_id=462&dm=1&dmode=nm
LS,LS,572,PR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSPR81FL.zip&Tp=1&Ctry_Code=LS&surv_id=572&dm=1&dmode=nm
LS,LS,256,GE,42,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSGE42FL.zip&Tp=2&Ctry_Code=LS&surv_id=256&dm=1&dmode=nm
LS,LS,317,GE,62,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSGE62FL.zip&Tp=2&Ctry_Code=LS&surv_id=317&dm=1&dmode=nm
LS,LS,462,GE,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSGE71FL.zip&Tp=2&Ctry_Code=LS&surv_id=462&dm=1&dmode=nm
LS,LS,572,GE,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LSGE81FL.zip&Tp=2&Ctry_Code=LS&surv_id=572&dm=1&dmode=nm
LB,LB,7,BR,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBBR01FL.zip&Tp=1&Ctry_Code=LB&surv_id=7&dm=1&dmode=nm
LB,LB,271,BR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBBR51FL.zip&Tp=1&Ctry_Code=LB&surv_id=271&dm=1&dmode=nm
LB,LB,330,BR,5A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBBR5AFL.zip&Tp=1&Ctry_Code=LB&surv_id=330&dm=1&dmode=nm
LB,LB,435,BR,6A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBBR6AFL.zip&Tp=1&Ctry_Code=LB&surv_id=435&dm=1&dmode=nm
LB,LB,537,BR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBBR7AFL.zip&Tp=1&Ctry_Code=LB&surv_id=537&dm=1&dmode=nm
LB,LB,271,CR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBCR51FL.zip&Tp=1&Ctry_Code=LB&surv_id=271&dm=1&dmode=nm
LB,LB,435,CR,6A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBCR6AFL.zip&Tp=1&Ctry_Code=LB&surv_id=435&dm=1&dmode=nm
LB,LB,537,CR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBCR7AFL.zip&Tp=1&Ctry_Code=LB&surv_id=537&dm=1&dmode=nm
LB,LB,7,HH,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBHH01FL.zip&Tp=1&Ctry_Code=LB&surv_id=7&dm=1&dmode=nm
LB,LB,271,HR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBHR51FL.zip&Tp=1&Ctry_Code=LB&surv_id=271&dm=1&dmode=nm
LB,LB,330,HR,5A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBHR5AFL.zip&Tp=1&Ctry_Code=LB&surv_id=330&dm=1&dmode=nm
LB,LB,361,HR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBHR61FL.zip&Tp=1&Ctry_Code=LB&surv_id=361&dm=1&dmode=nm
LB,LB,435,HR,6A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBHR6AFL.zip&Tp=1&Ctry_Code=LB&surv_id=435&dm=1&dmode=nm
LB,LB,509,HR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBHR71FL.zip&Tp=1&Ctry_Code=LB&surv_id=509&dm=1&dmode=nm
LB,LB,537,HR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBHR7AFL.zip&Tp=1&Ctry_Code=LB&surv_id=537&dm=1&dmode=nm
LB,LB,573,HR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBHR81FL.zip&Tp=1&Ctry_Code=LB&surv_id=573&dm=1&dmode=nm
LB,LB,7,IR,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBIR01FL.zip&Tp=1&Ctry_Code=LB&surv_id=7&dm=1&dmode=nm
LB,LB,271,IR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBIR51FL.zip&Tp=1&Ctry_Code=LB&surv_id=271&dm=1&dmode=nm
LB,LB,330,IR,5A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBIR5AFL.zip&Tp=1&Ctry_Code=LB&surv_id=330&dm=1&dmode=nm
LB,LB,361,IR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBIR61FL.zip&Tp=1&Ctry_Code=LB&surv_id=361&dm=1&dmode=nm
LB,LB,435,IR,6A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBIR6AFL.zip&Tp=1&Ctry_Code=LB&surv_id=435&dm=1&dmode=nm
LB,LB,509,IR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBIR71FL.zip&Tp=1&Ctry_Code=LB&surv_id=509&dm=1&dmode=nm
LB,LB,537,IR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBIR7AFL.zip&Tp=1&Ctry_Code=LB&surv_id=537&dm=1&dmode=nm
LB,LB,573,IR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBIR81FL.zip&Tp=1&Ctry_Code=LB&surv_id=573&dm=1&dmode=nm
LB,LB,7,KR,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBKR01FL.zip&Tp=1&Ctry_Code=LB&surv_id=7&dm=1&dmode=nm
LB,LB,271,KR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBKR51FL.zip&Tp=1&Ctry_Code=LB&surv_id=271&dm=1&dmode=nm
LB,LB,330,KR,5A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBKR5AFL.zip&Tp=1&Ctry_Code=LB&surv_id=330&dm=1&dmode=nm
LB,LB,361,KR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBKR61FL.zip&Tp=1&Ctry_Code=LB&surv_id=361&dm=1&dmode=nm
LB,LB,435,KR,6A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBKR6AFL.zip&Tp=1&Ctry_Code=LB&surv_id=435&dm=1&dmode=nm
LB,LB,509,KR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBKR71FL.zip&Tp=1&Ctry_Code=LB&surv_id=509&dm=1&dmode=nm
LB,LB,537,KR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBKR7AFL.zip&Tp=1&Ctry_Code=LB&surv_id=537&dm=1&dmode=nm
LB,LB,573,KR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBKR81FL.zip&Tp=1&Ctry_Code=LB&surv_id=573&dm=1&dmode=nm
LB,LB,271,MR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBMR51FL.zip&Tp=1&Ctry_Code=LB&surv_id=271&dm=1&dmode=nm
LB,LB,435,MR,6A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBMR6AFL.zip&Tp=1&Ctry_Code=LB&surv_id=435&dm=1&dmode=nm
LB,LB,537,MR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBMR7AFL.zip&Tp=1&Ctry_Code=LB&surv_id=537&dm=1&dmode=nm
LB,LB,271,PR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBPR51FL.zip&Tp=1&Ctry_Code=LB&surv_id=271&dm=1&dmode=nm
LB,LB,330,PR,5A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBPR5AFL.zip&Tp=1&Ctry_Code=LB&surv_id=330&dm=1&dmode=nm
LB,LB,361,PR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBPR61FL.zip&Tp=1&Ctry_Code=LB&surv_id=361&dm=1&dmode=nm
LB,LB,435,PR,6A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBPR6AFL.zip&Tp=1&Ctry_Code=LB&surv_id=435&dm=1&dmode=nm
LB,LB,509,PR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBPR71FL.zip&Tp=1&Ctry_Code=LB&surv_id=509&dm=1&dmode=nm
LB,LB,537,PR,7A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBPR7AFL.zip&Tp=1&Ctry_Code=LB&surv_id=537&dm=1&dmode=nm
LB,LB,573,PR,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=LBPR81FL.zip&Tp=1&Ctry_Code=LB&surv_id=573&dm=1&dmode=nm
